title,SGR_id
Studies of Bs2∗(5840)0 and B s 1(5830) 0 mesons including the observation of the Bs2∗(5840)0→B0KS0 decay in proton-proton collisions at √s=8TeV,85056580621
Measurement of the top quark mass with lepton+jets final states using p p collisions at √s=13TeV,85056078948
Hard color-singlet exchange in dijet events in proton-proton collisions at s =13 TeV,85114162630
Search for higgsinos decaying to two Higgs bosons and missing transverse momentum in proton-proton collisions at √s = 13 TeV,85139393836
Constraints on anomalous Higgs boson couplings to vector bosons and fermions in its production and decay using the four-lepton final state,85116946295
Search for top squark production in fully hadronic final states in proton-proton collisions at s =13 TeV,85114859903
Search for heavy resonances decaying to a pair of Lorentz-boosted Higgs bosons in final states with leptons and a bottom quark pair at √s = 13 TeV,85139404939
Search for Resonances Decaying to Three W Bosons in Proton-Proton Collisions at s =13 TeV,85134023629
Search for lepton-flavor violating decays of the Higgs boson in the μτ and eτ final states in proton-proton collisions at s =13 TeV,85114624026
Search for long-lived particles using displaced jets in proton-proton collisions at s =13 TeV,85113198185
Measurement of the Higgs boson width and evidence of its off-shell contributions to ZZ production,85140310896
Search for invisible decays of the Higgs boson produced via vector boson fusion in proton-proton collisions at s =13 TeV,85131676956
Measurement and QCD analysis of double-differential inclusive jet cross sections in proton-proton collisions at √s = 13 TeV,85125557355
Search for supersymmetry in final states with two or three soft leptons and missing transverse momentum in proton-proton collisions at √s = 13 TeV,85132558446
Search for flavor-changing neutral current interactions of the top quark and the Higgs boson decaying to a bottom quark-antiquark pair at √s = 13 TeV,85169471808
Search for new heavy resonances decaying to WW WZ ZZ WH or ZH boson pairs in the all-jets final state in proton-proton collisions at s=13TeV,85167995430
Search for CP violation in t t ¯ H and tH production in multilepton channels in proton-proton collisions at √s = 13 TeV,85166214210
Search for heavy resonances decaying to ZZ or ZW and axion-like particles mediating nonresonant ZZ or ZH production at √s = 13 TeV,85128364266
Measurement of differential t t ¯ production cross sections in the full kinematic range using lepton+jets events from proton-proton collisions at s =13 TeV MEASUREMENT of DIFFERENTIAL ... A. TUMASYAN et al.,85121314677
Search for a heavy resonance decaying into a top quark and a W boson in the lepton+jets final state at √s = 13 TeV,85130323843
Search for heavy resonances decaying to WW WZ or WH boson pairs in a final state consisting of a lepton and a large-radius jet in proton-proton collisions at s =13 TeV,85126456351
Inclusive search for highly boosted Higgs bosons decaying to bottom quark-antiquark pairs in proton-proton collisions at √s = 13 TeV,85097568570
Search for new particles in events with energetic jets and large missing transverse momentum in proton-proton collisions at √s = 13 TeV,85119894636
Observation of triple J/ψ meson production in proton-proton collisions,85162051065
Search for a heavy Higgs boson decaying to a pair of W bosons in proton-proton collisions at √s = 13 TeV,85081320514
Measurement of the inclusive and differential t t¯ γ cross sections in the single-lepton channel and EFT interpretation at √s = 13 TeV,85122954120
Evidence for Higgs boson decay to a pair of muons,85107384471
Search for Higgs Boson Pair Production in the Four b Quark Final State in Proton-Proton Collisions at s =13 TeV,85137155988
Analysis of the CP structure of the Yukawa coupling between the Higgs boson and τ leptons in proton-proton collisions at √s = 13 TeV,85132110498
Inclusive and differential cross section measurements of single top quark production in association with a Z boson in proton-proton collisions at √s = 13 TeV,85125377511
Measurement of the inclusive and differential t t¯ γ cross sections in the dilepton channel and effective field theory interpretation in proton-proton collisions at √s = 13 TeV,85130229019
Search for supersymmetry in final states with two oppositely charged same-flavor leptons and missing transverse momentum in proton-proton collisions at √s = 13 TeV,85104598616
Inclusive nonresonant multilepton probes of new phenomena at s =13 TeV,85133908962
Combined searches for the production of supersymmetric top quark partners in proton–proton collisions at √s=13Te,85118797403
Measurement of the top quark mass using events with a single reconstructed top quark in pp collisions at √s = 13 TeV,85122124745
Search for resonant production of strongly coupled dark matter in proton-proton collisions at 13 TeV,85133529159
Whole-genome sequencing reveals host factors underlying critical COVID-19,85134361378
Search for long-lived heavy neutral leptons with displaced vertices in proton-proton collisions at √s =13 TeV,85136307960
Precision measurement of the W boson decay branching fractions in proton-proton collisions at s =13 TeV,85130262791
Search for nonresonant Higgs boson pair production in final state with two bottom quarks and two tau leptons in proton-proton collisions at s=13 TeV,85162773963
Search for a heavy Higgs boson decaying into two lighter Higgs bosons in the ττbb final state at 13 TeV,85119360754
Measurement of the Inclusive and Differential Higgs Boson Production Cross Sections in the Decay Mode to a Pair of τ Leptons in pp Collisions at s =13 TeV,85126414137
Search for a right-handed W boson and a heavy neutrino in proton-proton collisions at √s = 13 TeV,85130260327
Search for long-lived particles decaying into muon pairs in proton-proton collisions at √s = 13 TeV collected with a dedicated high-rate data stream,85128344447
Study of quark and gluon jet substructure in Z+jet and dijet events from pp collisions,85126790856
Search for long-lived particles decaying to jets with displaced vertices in proton-proton collisions at s =13 TeV,85116454366
Search for Long-Lived Particles Decaying in the CMS End Cap Muon Detectors in Proton-Proton Collisions at s =13 TeV,85123372703
Constraints on the Initial State of Pb-Pb Collisions via Measurements of Z -Boson Yields and Azimuthal Anisotropy at sNN =5.02 TeV,85114677878
Study of dijet events with large rapidity separation in proton-proton collisions at √s = 2.76 TeV,85127604051
Search for resonant and nonresonant new phenomena in high-mass dilepton final states at √s = 13 TeV,85112265818
Measurement of differential t t ¯ production cross sections using top quarks at large transverse momenta in pp collisions at s =13 TeV MEASUREMENT of DIFFERENTIAL t t ¯ ... SIRUNYAN A. M. et al.,85103759080
Measurements of the Electroweak Diboson Production Cross Sections in Proton-Proton Collisions at s =5.02 TeV Using Leptonic Decays,85119446476
Measurement of the Drell-Yan forward-backward asymmetry at high dilepton masses in proton-proton collisions at √s = 13 TeV,85135824884
Search for top squarks in final states with two top quarks and several light-flavor jets in proton-proton collisions at s =13 TeV,85114374184
Measurement of the electroweak production of Zγ and two jets in proton-proton collisions at s =13 TeV and constraints on anomalous quartic gauge couplings,85117586058
Search for decays of the 125 GeV Higgs boson into a Z boson and a ρ or ϕ meson,85095855214
Search for nonresonant Higgs boson pair production in final states with two bottom quarks and two photons in proton-proton collisions at √s = 13 TeV,85104250522
Evidence for WW/WZ vector boson scattering in the decay channel ℓνqq produced in association with two jets in proton-proton collisions at s=13 TeV,85142894908
Measurement of the inclusive t t ¯ production cross section in proton-proton collisions at √s = 5.02 TeV,85131363305
Search for a heavy composite Majorana neutrino in events with dilepton signatures from proton-proton collisions at s=13 TeV,85165710255
Search for supersymmetry in proton-proton collisions at √s = 13 TeV in events with high-momentum Z bosons and missing transverse momentum,85091428716
Search for electroweak production of charginos and neutralinos at s=13TeV in final states containing hadronic decays of WW WZ or WH and missing transverse momentum,85162748879
Observation of a New Excited Beauty Strange Baryon Decaying to Ξb- π+π-,85108915377
Search for new physics in the lepton plus missing transverse momentum final state in proton-proton collisions at √s = 13 TeV,85134197782
Search for Wγ resonances in proton-proton collisions at s=13 TeV using hadronic decays of Lorentz-boosted W bosons,85123911583
Probing effective field theory operators in the associated production of top quarks with a Z boson in multilepton final states at √s = 13 TeV,85122912032
Search for a massive scalar resonance decaying to a light scalar and a Higgs boson in the four b quarks final state with boosted topology,85162777773
A new calibration method for charm jet identification validated with proton-proton collision events at √s = 13TeV,85127541495
Search for electroweak production of charginos and neutralinos in proton-proton collisions at √s = 13 TeV,85140827497
Search for single production of a vector-like T quark decaying to a top quark and a Z boson in the final state with jets and missing transverse momentum at √s = 13 TeV,85132246617
Using Z Boson Events to Study Parton-Medium Interactions in Pb-Pb Collisions,85127876558
Search for a charged Higgs boson decaying into top and bottom quarks in events with electrons or muons in proton-proton collisions at √s = 13 TeV,85078350537
Search for nonresonant Higgs boson pair production in the four leptons plus twob jets final state in proton-proton collisions at √s = 13 TeV,85168333803
Measurements of production cross sections of the Higgs boson in the four-lepton final state in proton–proton collisions at √s=13Te,85107233320
Search for chargino-neutralino production in events with Higgs and W bosons using 137 fb −1 of proton-proton collisions at √s = 13 TeV,85117114706
Search for Higgs boson decays into Z and J/ψ and for Higgs and Z boson decays into J/ψ or Y pairs in pp collisions at s=13 TeV,85162841356
Search for a light pseudoscalar Higgs boson in the boosted μμττ final state in proton-proton collisions at √s = 13 TeV,85089987196
Measurement of the mass dependence of the transverse momentum of lepton pairs in Drell–Yan production in proton–proton collisions at √s=13TeV,85166640317
Identification of hadronic tau lepton decays using a deep neural network,85135918744
Search for charged Higgs bosons decaying into a top and a bottom quark in the all-jet final state of pp collisions at √s = 13 TeV,85088646665
Measurements of the differential cross sections of the production of Z + jets and γ + jets and of Z boson emission collinear with a jet in pp collisions at √s = 13 TeV,85107340228
Measurement of the Higgs boson production rate in association with top quarks in final states with electrons muons and hadronically decaying tau leptons at √s=13Te,85105163177
Measurement of the inclusive and differential WZ production cross sections polarization angles and triple gauge couplings in pp collisions at √s = 13 TeV,85135977210
Search for a heavy pseudoscalar Higgs boson decaying into a 125 GeV Higgs boson and a Z boson in final states with two tau and two light leptons at √s = 13 TeV,85081752688
Search for long-lived particles produced in association with a Z boson in proton-proton collisions at √s = 13 TeV,85127233487
Search for charged-lepton flavor violation in top quark production and decay in pp collisions at √s = 13 TeV,85137075947
Study of Drell-Yan dimuon production in proton-lead collisions at √sNN = 8.16 TeV,85107870935
Probing Charm Quark Dynamics via Multiparticle Correlations in Pb-Pb Collisions at sNN =5.02 TeV,85135202250
Search for resonances decaying to a pair of Higgs bosons in the b b ¯ q q ¯ ’ℓν final state in proton-proton collisions at √s = 13 TeV,85074489992
Measurement of double-parton scattering in inclusive production of four jets with low transverse momentum in proton-proton collisions at √s = 13 TeV,85124821779
Search for dark matter particles produced in association with a Higgs boson in proton-proton collisions at √s = 13 TeV,85081277478
Observation of Forward Neutron Multiplicity Dependence of Dimuon Acoplanarity in Ultraperipheral Pb-Pb Collisions at sNN =5.02 TeV,85115323201
Search for dark photons in Higgs boson production via vector boson fusion in proton-proton collisions at √s = 13 TeV,85102170898
Observation of electroweak W+W− pair production in association with two jets in proton-proton collisions at s=13TeV,85162185661
Search for anomalous triple gauge couplings in WW and WZ production in lepton + jet events in proton-proton collisions at √s = 13 TeV,85076454859
earch for a W′ boson decaying to a vector-like quark and a top or bottom quark in the all-jets final state at √s = 13 TeV,85138201723
Observation of tW production in the single-lepton channel in pp collisions at √s = 13 TeV,85119607780
Search for supersymmetry in proton-proton collisions at 13 TeV in final states with jets and missing transverse momentum,85074868738
Search for lepton flavour violating decays of a neutral heavy Higgs boson to μτ and eτ in proton-proton collisions at √s = 13 TeV,85082490831
Measurements of Higgs boson production cross sections and couplings in the diphoton decay channel at √s = 13 TeV,85112368599
Study of Z boson plus jets events using variables sensitive to double-parton scattering in pp collisions at 13 TeV,85118439141
Measurement of top quark pair production in association with a Z boson in proton-proton collisions at √s = 13 TeV,85081715381
Search for heavy Higgs bosons decaying to a top quark pair in proton-proton collisions at √s = 13 TeV,85085935293
Two-particle azimuthal correlations in γp interactions using pPb collisions at sNN=8.16TeV,85168004410
Strange hadron production in pp and pPb collisions at sNN =5.02 TeV,85093091903
Search for the production of four top quarks in the single-lepton and opposite-sign dilepton final states in proton-proton collisions at √s = 13 TeV,85076108268
Measurement of the inclusive and differential Higgs boson production cross sections in the leptonic WW decay mode at √s = 13 TeV,85103348664
Search for top squarks in the four-body decay mode with single lepton final states in proton-proton collisions at √s = 13 TeV,85168275841
Measurement of the Z boson differential production cross section using its invisible decay mode (Z → νν¯) in proton-proton collisions at √s = 13 TeV,85106904408
Azimuthal correlations in Z +jets events in proton–proton collisions at √s=13TeV,85168571194
Search for charged Higgs bosons produced in vector boson fusion processes and decaying into vector boson pairs in proton–proton collisions at √s=13TeV,85112463913
Evidence for four-top quark production in proton-proton collisions at s=13TeV,85165684059
Search for an exotic decay of the Higgs boson to a pair of light pseudoscalars in the final state with two b quarks and two τ leptons in proton–proton collisions at s=13TeV,85053468138
Search for new physics in events with two soft oppositely charged leptons and missing transverse momentum in proton–proton collisions at s=13TeV,85048134126
Measurement of the Wγ Production Cross Section in Proton-Proton Collisions at s =13 TeV and Constraints on Effective Field Theory Coefficients,85108908811
Publisher Correction: Observation of triple J/ψ meson production in proton-proton collisions (Nature Physics (2023) 19 3 (338-350) 10.1038/s41567-022-01838-y),85166245739
Search for heavy resonances and quantum black holes in eμ eτ and μτ final states in proton-proton collisions at √s = 13 TeV,85168283181
Search for low-mass dilepton resonances in Higgs boson decays to four-lepton final states in proton–proton collisions at √s=13TeV,85128259506
Search for a heavy vector resonance decaying to a Z boson and a Higgs boson in proton-proton collisions at √s=13Te,85112669457
Search for direct top squark pair production in events with one lepton jets and missing transverse momentum at 13 TeV with the CMS experiment,85084492726
Search for new physics in top quark production with additional leptons in proton-proton collisions at √s = 13 TeV using effective field theory,85102423402
Measurements of the associated production of a W boson and a charm quark in proton–proton collisions at √s=8TeV,85149225155
Search for long-lived particles decaying to a pair of muons in proton-proton collisions at √s = 13 TeV,85164839983
Search for CP violation using (Formula presented.) events in the lepton+jets channel in pp collisions at √s = 13 TeV,85166183738
Search for medium effects using jets from bottom quarks in PbPb collisions at sNN=5.02TeV,85167972224
A search for the standard model Higgs boson decaying to charm quarks,85082571729
Search for high-mass resonances decaying to a jet and a Lorentz-boosted resonance in proton-proton collisions at s=13TeV,85136276673
Search for the lepton flavor violating decay τ → 3μ in proton-proton collisions at √s = 13 TeV,85100246982
Measurement of prompt open-charm production cross sections in proton-proton collisions at √s = 13 TeV,85120995424
Electron and photon reconstruction and identification with the CMS experiment at the CERN LHC,85107343515
Search for a heavy resonance decaying to a top quark and a W boson at √s = 13 TeV in the fully hadronic final state,85121572316
In-medium modification of dijets in PbPb collisions at √sNN = 5.02 TeV,85109363816
Measurement of the top quark forward-backward production asymmetry and the anomalous chromoelectric and chromomagnetic moments in pp collisions at √s = 13 TeV,85086928014
Fragmentation of jets containing a prompt J/ψ meson in PbPb and pp collisions at s NN =5.02TeV,85122614636
Search for electroweak production of a vector-like T quark using fully hadronic final states,85078603389
Search for MSSM Higgs bosons decaying to μ+μ-in proton-proton collisions at √s=13TeV,85073008960
Search for top squark pair production in a final state with two tau leptons in proton-proton collisions at √s = 13 TeV,85079427365
Search for new particles in an extended Higgs sector with four b quarks in the final state at s=13TeV,85144207105
Measurements of differential Z boson production cross sections in proton-proton collisions at √s = 13 TeV,85076496456
Measurement of differential cross sections for Z bosons produced in association with charm jets in pp collisions at √s = 13 TeV,85104645963
Observation of B0 → ψ(2S)K0Sπ+π− and B0S → ψ(2S)K0S decays,85131177055
CMS pythia 8 colour reconnection tunes based on underlying-event data,85166304036
First Search for Exclusive Diphoton Production at High Mass with Tagged Protons in Proton-Proton Collisions at s =13 TeV,85135620132
MUSiC: a model-unspecific search for new physics in proton–proton collisions at √s=13TeV,85110920901
Correlations of azimuthal anisotropy Fourier harmonics with subevent cumulants in pPb collisions at sNN =8.16 TeV,85099623310
Observation of Bs 0 mesons and measurement of the Bs 0/B+ yield ratio in PbPb collisions at [Formula presented] TeV,85129387077
Search for long-lived particles decaying to leptons with large impact parameter in proton–proton collisions at √s=13Te,85127289934
Evidence for X(3872) in Pb-Pb Collisions and Studies of its Prompt Production at sNN =5.02 TeV,85123710396
Search for singly and pair-produced leptoquarks coupling to third-generation fermions in proton-proton collisions at s=13 TeV,85111238296
Development and validation of HERWIG 7 tunes from CMS underlying-event measurements,85104366975
Measurement of the Bs0→μ+μ− decay properties and search for the B0 → μ+μ− decay in proton-proton collisions at s=13TeV,85162802416
Measurement of the azimuthal anisotropy of [Formula presented] and [Formula presented] mesons in PbPb collisions at s NN =5.02TeV,85111180510
Measurements of the pp ? WZ inclusive and differential production cross sections and constraints on charged anomalous triple gauge couplings at √s = 13 TeV,85064902833
Search for supersymmetry using Higgs boson to diphoton decays at √s = 13 TeV,85076395979
Angular analysis of the decay B+ → K∗(892)+ μ + μ − in proton-proton collisions at √s = 8 TeV,85104793091
Search for CP violating top quark couplings in pp collisions at √s = 13 TeV,85166271575
Search for R-parity violating supersymmetry in pp collisions at s=13TeV using b jets in a final state with a single lepton many jets and high sum of large-radius jet masses,85049332917
Search for new neutral Higgs bosons through the H → ZA→ ℓ+ℓ−b b ¯ process in pp collisions at √s = 13 TeV,85081745907
Search for Flavor-Changing Neutral Current Interactions of the Top Quark and Higgs Boson in Final States with Two Photons in Proton-Proton Collisions at s =13 TeV,85135214262
Measurements of p p → Z Z production cross sections and constraints on anomalous triple gauge couplings at √s=13TeV,85104267607
Measurement of the top quark pair production cross section in dilepton final states containing one τ lepton in pp collisions at √s = 13 TeV,85080991624
Measurements of the pp → W± γγ and pp → Zγγ cross sections at √s = 13 TeV and limits on anomalous quartic gauge couplings,85118231834
Search for an excited lepton that decays via a contact interaction to a lepton and two jets in proton-proton collisions at √s = 13 TeV,85084637829
Measurements of production cross sections of WZ and same-sign WW boson pairs in association with two jets in proton-proton collisions at s=13TeV,85090038895
Measurements of jet multiplicity and jet transverse momentum in multijet events in proton–proton collisions at √s=13TeV,85169125459
Dependence of inclusive jet production on the anti-kT distance parameter in pp collisions at √s = 13 TeV,85097603848
Measurement of the cross section for t t ¯ production with additional jets and b jets in pp collisions at √s = 13 TeV,85088526760
Search for physics beyond the standard model in multilepton final states in proton-proton collisions at √s = 13 TeV,85081750873
Measurements of angular distance and momentum ratio distributions in three-jet and Z + two-jet final states in pp collisions,85115860978
Nuclear modification of Y states in pPb collisions at sNN=5.02TeV,85139112681
Search for high mass dijet resonances with a new background prediction method in proton-proton collisions at √s = 13 TeV,85084474401
Measurement of the tt‾bb‾ production cross section in the all-jet final state in pp collisions at s=13 TeV,85080887360
Search for Higgs and Z boson decays to J/ψ or Y pairs in the four-muon final state in proton-proton collisions at s=13TeV,85070317489
Combination of CMS searches for heavy resonances decaying to pairs of bosons or leptons,85072889204
Search for dijet resonances using events with three jets in proton-proton collisions at s=13TeV,85083832485
Search for W′ bosons decaying to a top and a bottom quark at s=13TeV in the hadronic final state,85112351863
Measurement of the production cross section for Z+b jets in proton-proton collisions at s =13 TeV,85132573375
Precision luminosity measurement in proton–proton collisions at √s=13TeV in 2015 and 2016 at CMS,85114932161
Measurement of quark- and gluon-like jet fractions using jet charge in PbPb and pp collisions at 5.02 TeV,85088976873
Bose-Einstein correlations of charged hadrons in proton-proton collisions at √s = 13 TeV,85081235272
Search for top squark pair production using dilepton final states in pp collision data collected at √s=13TeV,85098713016
Investigation into the event-activity dependence of ϒ(nS) relative production in proton-proton collisions at √s = 7 TeV,85096395259
Measurement of the cross section for electroweak production of a Z boson a photon and two jets in proton-proton collisions at √s = 13 TeV and constraints on anomalous quartic couplings,85086388647
Measurement of properties of Bs0 → μ+μ − decays and search for B0 → μ+μ − with the CMS experiment,85084126150
The production of isolated photons in PbPb and pp collisions at √sNN = 5.02 TeV,85088163145
Evidence for electroweak production of four charged leptons and two jets in proton-proton collisions at s=13TeV,85100595063
Search for anomalous electroweak production of vector boson pairs in association with two jets in proton-proton collisions at 13 TeV,85072850749
Studies of charm and beauty hadron long-range correlations in pp and pPb collisions at LHC energies,85100575799
Precision measurement of the Z boson invisible width in pp collisions at s=13 TeV,85162818851
Study of jet quenching with isolated-photon+jet correlations in PbPb and pp collisions at sNN=5.02 TeV,85052100109
Search for Supersymmetry with a Compressed Mass Spectrum in Events with a Soft τ Lepton a Highly Energetic Jet and Large Missing Transverse Momentum in Proton-Proton Collisions at s =13 TeV,85079553149
Search for a standard model-like Higgs boson in the mass range between 70 and 110 GeV in the diphoton final state in proton-proton collisions at s=8 and 13 TeV,85065162337
Search for invisible decays of a Higgs boson produced through vector boson fusion in proton-proton collisions at s=13TeV,85064612342
Observation of the Bc+ Meson in Pb-Pb and pp Collisions at sNN =5.02 TeV and Measurement of its Nuclear Modification Factor,85134350004
Search for single production of a vector-like T quark decaying to a Z boson and a top quark in proton–proton collisions at s=13TeV,85046377478
Search for long-lived particles using nonprompt jets and missing transverse momentum with proton-proton collisions at s=13TeV,85071362823
Measurement of CKM matrix elements in single top quark t-channel production in proton-proton collisions at s=13 TeV,85088271548
Search for supersymmetry in pp collisions at s =13 TeV with 137 fb-1 in final states with a single lepton using the sum of masses of large-radius jets,85083578322
Search for strongly interacting massive particles generating trackless jets in proton–proton collisions at √s=13TeV,85141009993
Search for dark matter produced in association with a leptonically decaying Z boson in proton–proton collisions at √s=13Te,85099373612
Measurement of electroweak WZ boson production and search for new physics in WZ + two jets events in pp collisions at s=13TeV,85067308180
Search for resonant and nonresonant Higgs boson pair production in the b b ¯final state in proton-proton collisions at √s=13 TeV,85040841375
Measurement of b jet shapes in proton-proton collisions at √s = 5.02 TeV,85105744475
A search for pair production of new light bosons decaying into muons in proton-proton collisions at 13  TeV,85069577352
Study of the B +→ J / ψ Λ ¯ p decay in proton-proton collisions at √s = 8 TeV,85076606991
Performance of the CMS muon trigger system in proton-proton collisions at √s = 13 TeV,85112115583
Combined search for supersymmetry with photons in proton-proton collisions at s=13 TeV,85119387577
Charged-particle angular correlations in XeXe collisions at sNN =5.44 TeV,85073064656
Measurement of the single top quark and antiquark production cross sections in the t channel and their ratio in proton-proton collisions at s=13TeV,85074905420
Multiparticle correlation studies in pPb collisions at sNN =8.16 TeV,85078836395
Measurements of production cross sections of polarized same-sign W boson pairs in association with two jets in proton-proton collisions at s=13 TeV,85099646895
Nuclear modification factor of D0 mesons in PbPb collisions at sNN=5.02TeV,85048145068
Determination of the strong coupling constant α S(mZ) from measurements of inclusive W ± and Z boson production cross sections in proton-proton collisions at √s = 7 and 8 TeV,85086027848
Search for Higgs boson pair production in the γγbb‾ final state in pp collisions at s=13TeV,85057779874
Search for disappearing tracks in proton-proton collisions at s=13TeV,85085763414
Observation of electroweak production of Wγ with two jets in proton-proton collisions at s=13 TeV,85098720639
Identification of heavy energetic hadronically decaying particles using machine-learning techniques,85088524436
Measurement of the top quark Yukawa coupling from tt¯ kinematic distributions in the dilepton final state in proton-proton collisions at s=13 TeV,85097184545
Search for resonant pair production of Higgs bosons in the bbZZ channel in proton-proton collisions at s =13 TeV,85096112718
Measurement of the differential Drell-Yan cross section in proton-proton collisions at √s = 13 TeV,85076849567
Search for a light charged Higgs boson in the H± →cs channel in proton-proton collisions at s =13 TeV search for a light charged Higgs Boson in the ... Sirunyan A. M. et al.,85096777340
Searches for physics beyond the standard model with the MT 2 variable in hadronic final states with and without disappearing tracks in proton–proton collisions at √s=13Te,85077306984
Search for dark matter in events with a leptoquark and missing transverse momentum in proton-proton collisions at 13 TeV,85066999169
Measurement of W±γ differential cross sections in proton-proton collisions at s =13 TeV and effective field theory constraints,85127560044
Study of J/ψ meson production inside jets in pp collisions at s=8TeV,85082850250
Measurements of t t ¯ H Production and the CP Structure of the Yukawa Interaction between the Higgs Boson and Top Quark in the Diphoton Decay Channel,85089978062
Production of Λc + baryons in proton-proton and lead-lead collisions at s NN =5.02TeV,85080054268
Search for t t ¯ H production in the H → b b ¯ decay channel with leptonic t t ¯ decays in proton-proton collisions at √s=13 TeV,85062644157
Measurement of prompt D0 and D‾0 meson azimuthal anisotropy and search for strong electric fields in PbPb collisions at s NN =5.02TeV,85106117663
Search for Low-Mass Quark-Antiquark Resonances Produced in Association with a Photon at s =13 TeV,85076638339
Measurements of properties of the Higgs boson decaying to a W boson pair in pp collisions at s=13TeV,85062147975
Measurement of jet substructure observables in t t events from proton-proton collisions at s =13 TeV MEASUREMENT of JET SUBSTRUCTURE OBSERVABLES ... A. M. SIRUNYAN et al.,85058116831
Measurements with silicon photomultipliers of dose-rate effects in the radiation damage of plastic scintillator tiles in the CMS hadron endcap calorimeter,85088533574
Measurement of the top quark Yukawa coupling from t t kinematic distributions in the lepton+jets final state in proton-proton collisions at s =13 TeV MEASUREMENT of the TOP QUARK YUKAWA COUPLING from ... SIRUNYAN et al.,85074337306
Evidence for light-by-light scattering and searches for axion-like particles in ultraperipheral PbPb collisions at sNN=5.02TeV,85070721104
Search for an Lμ − Lτ gauge boson using Z → 4μ events in proton-proton collisions at s=13 TeV,85064326204
Measurement of the associated production of a Z boson with charm or bottom quark jets in proton-proton collisions at s =13 TeV,85096105475
Search for a W′ boson decaying to a τ lepton and a neutrino in proton-proton collisions at s=13TeV,85063392269
Study of excited Λb 0 states decaying to Λb 0π+π− in proton-proton collisions at s=13TeV,85081618676
Search for supersymmetric partners of electrons and muons in proton–proton collisions at s=13TeV,85060336415
Measurement of the Y(1S) pair production cross section and search for resonances decaying to Y(1S)μ+μ− in proton-proton collisions at s=13TeV,85087979274
Erratum: Search for heavy Higgs bosons decaying to a top quark pair in proton-proton collisions at s = 13 TeV (Journal of High Energy Physics (2020) 2020 4 (171) 10.1007/JHEP04(2020)171),85127543007
Search for an exotic decay of the Higgs boson to a pair of light pseudoscalars in the final state with two muons and two b quarks in pp collisions at 13 TeV,85067981296
Running of the top quark mass from proton-proton collisions at s=13TeV,85079875596
Search for the rare decay of the W boson into a pion and a photon in proton-proton collisions at s=13TeV,85111246735
Measurement of the CP-violating phase ϕs in the Bs 0→J/ψϕ(1020)→μ+μ−K+K− channel in proton-proton collisions at s=13TeV,85103247539
Observation of the Λb 0→J/ψΛϕ decay in proton-proton collisions at s=13TeV,85078529004
The very forward CASTOR calorimeter of the CMS experiment,85101722929
Observation of prompt J/ψ meson elliptic flow in high-multiplicity pPb collisions at √sNN=8.16 TeV,85062430305
Measurement of the jet mass distribution and top quark mass in hadronic decays of boosted top quarks in pp collisions at √s = 13 TeV,85086052956
Measurement of Bs 0 meson production in pp and PbPb collisions at sNN=5.02 TeV,85069690722
Pseudorapidity and transverse momentum dependence of flow harmonics in p Pb and PbPb collisions,85054527535
Calibration of the CMS hadron calorimeters using proton-proton collision data at s = 13 TeV,85086015865
Measurement and interpretation of differential cross sections for Higgs boson production at s=13TeV,85064311597
Constraints on the chiral magnetic effect using charge-dependent azimuthal correlations in pPb and PbPb collisions at the CERN Large Hadron Collider,85046649716
Observation of nuclear modifications in W± boson production in pPb collisions at sNN=8.16TeV,85076613850
